gold_summary,model_summary,session_key
I paint portraits. I have multiple pet rats. I have multiple dogs. I am getting kittens. I have multiple dogs. I prefer to get pets from a shelter. I like Persian cats.,"Have you finished painting my portrait? Not yet but i will definitely finish it soon but i can tell you look really good in it.  I can't wait! How long does it usually take to do a formal portrait? Have you been keeping busy with other things? It varies from months to years if you want you know what i mean but it really depends on how much are you putting in. I got some other portraits to work on but my dogs is sick so i'm taking care of it more now. Vet did a good job but it take sometime for him to recover but yeah my other dogs are treating him pretty well, laying around him and licking him more even my rats looks worried for him. He'll nbe fine for sure. How are your petss? As much as I think certain breeds of cats are really smart or pretty, I think I'm just going to see what they have at the shelter. I think it's important to rescue pets when you have a chance, rather than have breeders introduce new ones. I've always loved cats, and kittens can be so playful. I hope the process moves quickly. Getting it from the shelter is an awesome decision. Yeah my hands are full but if i could ever get a cat, it would definitely be a Persian.   Haha that would be a Tom and Jerry scene in my house if i get a cat. i always think they are like secret life of pets when I'm not around. I'm pretty sure you will those love those cute fur balls. ",test_767_4
I like to eat steak. I run. I cook for myself. I will visit my parents for Easter. My parents live in Alaska. I celebrate Easter. I am visiting my family for Easter. I sometimes wear dresses. I have a family. I am a woman. I work as a programmer. I don't visit my parents very often. I try to visit my parents as often as I can. My mom bought me a new car. I like my new car.,"I just finished eating some steak. So yummy. Oh yeah. I did after I finish running this morning. I plan to go visit my parents in alaska. I will be spending it with my family as well, and showing off my new dress! But I thought you were visiting your parents? So you work as a programmer? Oh yeah I only visit my parent very few times. I visit as much as possible. My mom got me a new car so you know... It is, but now she wants me to visit almost every day! It can be a lot.",test_769_1
"I will be visiting my parents, whom I don't see very often. I will be flying to Alaska for Easter. I have a job. I will have to do work on my flight. I have a mom who will help me out. I am not a good cook and sometimes have  trouble in the kitchen. I will cook ham for Easter. I am a good cook but it took practice. I love savory pies.","I just booked my flight to Alaska for Easter! My parents will be happy we can spend some time together over the holiday, since I don't see them very often. Goodness, I am not even sure! I certainly have plenty of work I need to do on flight. Our new interns make more work than they are worth.  My mom will want to introduce me to all of her neighbors and I am sure she has a big Easter dinner planned. What about you? Do you have to cook the ham since your mom bought the car? hahaha :) Oh definitely. She's not going to let me off the hook. But she's a softie so she will end up helping me out as I'm kind of a hot mess in the kitchen. Do you have any tips for me for becoming a better cook? Alright, so maybe I will not let my mom help me as much this time. What's so great about brown sugar?? I love savory pies. Do you know how to make those?",test_769_2
I have a Lexus ES 350. I have a toyota Corolla. I will be seeing family for Easter. My family is not nearby. I like apple pie. My mom makes apple pie.,"I have a Toyota Corolla with many many mmiles on it. It gets me from A to B and is dependable so I can't complain! That's great! I hear Lexus is manufactured by Toyota, so they use the same parts and all that. It's nice that your mom is able to help you out! I wish my parents were closer, but it sounds like we both will be seeing family for Easter!! Flight is out of Chicago. Not really sure how long it will be, depends on my connecting flights ANNNDDD if they change my flights. I've learned to be flexible when flying! Yes!! Midway is just too small to get deals out of. The time should go fast tho as I'll be catching up on some work and of course looking forward to some good Easter food! What's on your menu? Sounds like a productive flight! Other than ham, we'll bake up some meat pies, empanadas, and quiches! Heyyy! That sounds great!!! I'm a fan of my mom's apple pie. What do you serve for dessert? We're doing apple pie too! Made by my mom, of course!",test_769_3
I have 28 cousins on my mother's side. I have a large family. I work as a programmer in Chicago. I do not have a large family. I work freelance. I am from Alaska.,"Alaska was great, not ready to leave yet! Oh yes, I have a big family. My mom has 7 siblings and each of them have many kids as well. I think I have about 28 cousins from my mom's side. Do you have a big family? Wow!  That's a huge family.  It's just me and my parents for Easter.  Did you do most of the cooking? That's fun! I did not do most of the cooking. When I was home with my family, all the elderlies liked to take on all the cooking. So I just let them be and instead enjoyed the time with my cousins. I will stay for another 3 days and then fly back to Chicago. I have to go back to my demanding programming job. What do you do for a living? I'm a freelancer mainly.  Growing up I didn't have a lot of family members around me like you to help me decide on a career path.  I envy your large family, and I bet cooking is a big deal in your family with so many mouths to feed.  What are some of your traditional family dishes? Oh my mom wanted me to stay back in Alaska when I graduated high school but I thought I wanted to explore the ""outside"" world more. They didn't really help me decide on my career path, so you're definitely  not losing much there! My grandmother has this really great cranberry pie recipe, so every Easter my aunts and my  mom will make a dozen of the pie to feed everyone of us! Mmm...  That cranberry pie sounds amazing.  My mom has a killer appie pie recipe of her own.  I'm sure it has to be a team effort to bake all those pies. Yes, we have cranberry pies every time we get together-- Thanksgiving, Christmas and Easter. It is a tradition without fail every year. Apple pie sounds really yummy, would love to try that next time I visit you. Does your mom ever go to the orchard and pick fresh apples for the pie?",test_769_4
I like Ska. I like Sublime. I work as a doctor's assistant. I am in college and I don't work. I went to college in the past and enjoyed it. My mom runs the college. I go to the local college. I take coaching classes in college. I don't really enjoy other sports. I really enjoy fishing. I am an only child. I am also an only child. I own a condo near the beach and I love the ocean. I attend parties in the dorms.,"I love sublime! What do you do for a living? I'm a doctor's assistant. What about you? I'm unemployed at the moment while I'm in college. Ah, what college? I miss my college days! The one in my home town because my mother runs it. Coaching classes because I play soccer. Nice. I've never been much for sports. Unless you consider fishing a sport! I do. So, any brothers or sisters? I'm an only child. Same here. Wish I had a brother to fish with growing up though. I love the ocean. Just bought a condo near the beach. Party central! Right on! I've been partying at the dorms.",test_77_1
I like the band Sublime. I also like the band Sublime. I like to listen to waves at the beach. I'm studying at college. I did well on my finals. I'm a doctor's assistant. I enjoy baroque music.,"I love so many of their songs, it's hard to pick a favorite. Santeria is a good one though, have you heard it? Is that the one about wine? or am I thinking of a different song. No, when I'm on the beach I like to just listen to the waves. It's very soothing. Where do you usually listen to their music? Usually when I am doing my studying for college. It helps me relax and focus on my studies. It even helped me get through my finals this past month.  I did very well thank you for asking. I have my music to thank for that, really helped me absorb the knowledge from my studying.  I understand that. WHen I was studying to be a doctor's assistant, I used to put on Baroque music. Yes, it has the same beat as a human heart at rest so it helps to keep from getting stressed.  It's going pretty well my boss is really funny.",test_77_2
My partying is affecting my grades. I am in college. I am studying music. I play soccer. I was involved in organizations while in college. I have completed college. I made good grades.,"Studies are ok. I am enjoying the parties a lot more...maybe toooo much! I got a C on my last coaching assignment, so I really need to get it together.  We have not gotten our grades for the final yet. Hopefully, that will pull my grade back up. Otherwise, maybe music isn't working for me! Or I should try baroque. Ugh. I am pretty stressed about that C. I probably will avoid all the partying next semester. That is a really good idea. They do have tutors at the school, but it is hard to add that on top of classes and soccer. Did you make doo grades in school? Yes. I loved my classes. But I was also involved in organizations on campus. How is soccer going for you? That is a really good idea! I had not thought about it. Final grades are due very soon, so I better email her now!",test_77_3
I am a doctor. I am not bored at work. I live at the beach. I have no plans for the weekend. I do not like fishing. I enjoy partying.,"I felt like a poor mans' House, M.D. with all the weirdo medical mysteries at work today. At least I never stop learning in this job. Yeah it can be tiring but it's something new every day so it never gets boring so I can't complain too much, I'm just going to hang out at home on the beach. What about you? I still don't have any plans about the weekend! May be I'll party !!!  So you do fishing in the beach or just relax there? I just relax. I don't enjoy fishing. I just like to sit and listen and watch the waves come in. It's very peaceful. My only way of relaxing is partying and I enjoy party a lot!! But since partying is affecting my music I reduced it a lot. Yes you are correct! and I need to balance between those. Did you listen to any Ska recently?",test_77_4
"I live in Phoenix, Arizona. I like autumn. I live in New York. I love spending time at Barnes and Noble. I have five grandchildren. I frequently visit Barnes and Noble and I enjoy being there. I am a grandmother. I have a pet bearded dragon. I don't have any pets. I like to listen to music from Journey and Styx. I like classical music. I work in the Capitol. I enjoy going to the beach. I frequently go skydiving. I have a grandson. I enjoy Mediterranean food. I enjoy Mediterranean food, specially the vegetable and sauces.","Same to you, I live in phoenix, its quite hot today. I live in new york. Pretty gray and dreary spring. I prefer autumn anyway. I just love spending time at barnes and noble. You? I enjoy that too... With five grandchildren, I am there quite often. I think I may get a book on lizards. I have a bearded dragon! How interesting. No pets here. How about music. I like journey and styx. Well I work in the capitol so classical for me. That is nice. Are there nice beaches in phoenix? I enjoy going to the beach. Were landlocked on all sides so I go skydiving a lot. My grandson tried skydiving while in the mediterranean. Me, I enjoy their food. I love it too, the vegetables and sauces are amazing.",test_770_1
I live in Arizona. I have been skydiving for over five years. I have never tried skydiving. I wish we lived nearer to water.,"You mentioned that you go skydiving a lot, but what first made you interested in trying it? It seems like it would be scary, but really thrilling.  Well, since I live in Arizona I've always wanted to get a better view of my state and ever since I started sky diving I've found that I really get to see the beauty of it. I've been addicted ever since. I've been going for over five years now! I heard your grandson went sky diving before, have you ever tried it? I have not. I've been very tempted several times but have not taken the leap! I think that going someplace out west like you would be cooler that in New York. Haha yes, I'm sure it wouldn't be as fun over there. Although, if it were possible, I think sky diving amongst the sky scrapers of New York City would be super cool. Probably very dangerous though LOL. Sedona down here in Arizona is very beautiful! In the summer it can be very hot but you get to see all the pretty orange rock formations and you can catch a pretty nice updraft which helps for sky diving and hang gliding. Yes, It is! Not as cooling as the beach though. I love Arizona but I wish we had more water to cool off in. Water is definitely great for cooling down! We have the Finger Lakes up in New York and they are beautiful! I would love to visit there sometime!",test_770_2
We might make Mediterranean food. My grandson is visiting. I have a grandson. I might have Mediterranean food tonight. Today is my birthday. I am going to a restaurant tonight. I enjoy shrimp pasta and baked chicken drumsticks. My favorite item on the menu is shakshuka. I usually order food that I am familiar with. I like to try new food once a month. My birthday party includes a lot of family members. I have some in-laws in my family.,"I have my grandson over this weekend, I think we're going to make some Mediterranean tapas food, it will be delicious!  Mediterranean food awesome. I think I am having some tonight. I carving their vegetables since they are so good. Usually, but tonight we going to a restaurant its my birthday and I don't think I should have to cook myself dinner. Shakshuka is one of my favorites, but I always love their shrimp pasta and the baked chicken drumsticks. There is just so many. I might try something new tonight. Hey, you can't go wrong with that approach! I need to be more adventuresome when I go out to eat. I usually just order the usual when I'm at my regular restaurants, but I think I'm missing out. Yes, I always try to try something new at least once a month. I don't always like it and won't get it again. But I have gotten some really great new dishes this way. Tonight is just my husband, my parents, his parents and some adults and uncles. Tomorrow we are having a home meal so the kids in the family can celebrate my birthday also. Yes, they are great. I got lucky with them cause I know some can be horrible.",test_770_3
I ate Mediterranean food a few days ago. I had a seafood entree a few days ago. I am going out for Mexican food tonight. We are going to eat at Joses. I have family in town. I have never been to Joses. I like the chicken chimichanga at Joses. I like to try new foods. I don't like to try new foods. I have a son. I have a party tonight. I have a lot of family coming into town. I don't like to be the center of attention. I am going to have a margarita from Joses.,"The Mediterranean food we had a few days ago was amazing, how about yours? It was ok. I had a seafood entree. I didn't want to do too much though as I am going out again tonight! This time for Mexican!! Well, my family is in town and they really like Joses so we are going to go there. Have you been there? That's great. I have never been to Joses, What's their special? Not sure what the special is today, but I really like their chicken chimichanga. You know me and trying new foods tho. If they have something new, I might try that. They usually don't disappoint. Maybe you and your grandson should try it Sounds delicious but i  have never had a chicken chimichanga and i avoid food that i don't know about. I might try this one though. .  The party is tonight. Got all kinds of family coming into town. Hope I can get through it all! You know how it is, soo many people and trying to say hello to all of them! Also not a fan of being the center of attention! BUT!! We'll have good food!!",test_770_4
I recently gave birth to twins. I go to church. I play tennis every week. I work at a fast food place. I love Ice cream. I used to work at Ikea in Sweden for 12 years. I'm in high school. I'm a stay at home mom. I have a husband who travels a lot. I want many more children. I am in the boy scouts. I plan on becoming an eagle scout.,"Hey. I am good. You? Im well, just gave birth to twins! Well I play tennis every week and go to church. Where do you work? I work at a fast food place but love ice cream more. Wow! I haven't even started college yet. Well since the twins ive become a stay at home mom, its fulfilling anyways. Not yet, but I want a lot! My husband travels a lot so it gets lonely. Are you an eagle scout yet? Not yet but I hope so soon. Where you ever a scout?",test_771_1
I go to the church. I am part of boy scouts. I would love to volunteer at the church. I am looking for volunteers for the church. I work at a fast food place. I have lot of vacations days saved up. I also go to school. I study bible at my church retreats.,"I just got a call from the church looking for volunteers this weekend. Would you be interested? Yes, I would love to. The boy scouts have been looking for service among their members, and I think this is a great opportunity.  I think they would be interested. I'll have to ask my boss at my fast food place, but it shouldn't be a problem.  Do they let you off work so easily? You're so lucky. When I was your age there is no way my manager would have let me off work without at least a months notice.  Usually, they don't like it, but since it is for a service opportunity I think my boss will understand. I also have a lot of vacation days saved up.  No, I have been just doing schoolwork and my job, as well as my scouts meetings, but definitely no vacations.  You should come along to one our church retreats. They are like vacations but we also study the bible. Very calming. ",test_771_2
I am in school. I am employed. I manage scouts. I play tennis. I have twins. I want more children. I attend church. I help organize church events. I am religious.,"It's going well! The hardest part is managing the scouts and work and school all in one day! I'll be glad when summer comes! How is tennis going? Oh, yes! But I love it.  I want triplets the next time!  I want enough kids to start my own choir! We've gotten some volunteers, but always need more!  Thank you for getting your scout troop involved.  We are having another retreat next month.  It'll be a youth retreat if you and your friends would be interested. That sounds like a great idea! I could use some of my vacation days at work and we could come to the retreat! They are always worth the time.  So spiritually uplifting!  I'll be having to bring the babies along, so I hope they won't fuss too much.",test_771_3
"I am always busy, but that's exactly what I like. I am always busy taking care of my twins. I like to do volunteer work with my church. I want to volunteer at church. I do a lot of volunteer work for the Boy Scouts. I am interested in putting my kids in the Boy Scouts. I like to go camping. I've been in the Boy Scouts for around 7 or 8 years. I like to learn practical skills. I'm interested in the Boy Scouts, but don't know much about it. I am very knowledgable about the Boy Scouts. I will be doing college applications soon. I want to become an Eagle Scout. I am a youth member of the Boy Scouts. I am going to go to community college to save money. I am saving money for college with my job.","Yes, I am. But I love keeping busy. I'm sure that you have no trouble staying busy, either. lol! No, definitely not with twins on board.  They keep me super busy, but I always make time for my church.  We're looking for volunteers if you're interested. Absolutely. I've been looking to do that for a while now. What kind of jobs do you have available? Yes, I have done a lot of volunteer work in Boy Scouts. We do volunteer activities around once a month.  That's great!  How long have you been involved with the Boy Scouts, and how has your experience been?  I'm thinking of putting my children in Boy Scouts as well. I've been in for 7-8 years so far and it's been pretty great. I would highly recommend it. You learn a lot of really practical skills and going on camp outs is really fun! Sounds like something my kids would definitely enjoy.  Sorry if this is a silly question but what is the difference between a Boy Scout and an Eagle Scout? Not silly at all. Eagle is the highest level you can achieve in Boy Scouts. I'm a Life Scout now, which is the 2nd highest level. To be honest, I'm getting a little old for Boy Scouts at this age, but I want to get my Eagle Scout badge for college applications. A few, but I think I'm going to the local community college for at least a couple of years. All of the money that I've put away from my job should pay for that.",test_771_4
I love to eat poultry. I like all kinds of meat. I don't like pork. I like most meat. I work with excel. I am a tax accountant. I like Sufjan Stevens music. I don't listen to music. I am in programming. I don't wear running shorts. I enjoy running. I recently moved into a new apartment in a safe neighborhood. I go on morning runs. My parents were born in Alaska. I live in Alaska. I haven't worn snow shoes.,"I just looove a good chicken! What's your fave meat? I'm really into anything that's high-protein, so I'll eat any meat you can think of! I love meat as well! I just don't eat pork! Are you into programming? No! I am a tax accountant, though, so I do a lot of work with excel. That works! Besides programming, are you into music? I really enjoy sufjan stevens. Never heard of him. I don't really listen to music.. I make sure I never wear runnign shorts, but I do enjoy running, yes. Just moved into a new apartment in a safer neighborhood, so I've been doing morning runs! Oh congrats on the level up! My parents were born and raised in alaska.. Nowhere is safe. I've never worn snow shoes! I can't imagine what the tax accountant jobs are like out there.",test_772_1
I was on a run this evening. It is not the first time i have seen a bear on a run. I run frequently. I live in an urban area. I do not see wildlife very often. There is always wildlife in my neighbourhood. I love being out in nature. I also run frequently. I like to listen to music whilst running. I also love nature. I prefer listening to beats without lyrics when running. I like Nujabes. I never listen to music. I find music distracting. i have a job. I dont listen to music whilst working.,"I saw a big bear this evening while on my run! It was going through my neighbors garbage cans. Not at all. I live in a pretty urban area so no chance of bears here! It must be great to see wildlife, even if they are digging through trash cans. Eh, I wouldn't mind a wildlife free run every once in a while. It's a rarity around here. When you go running, do you just run on the streets then, or is there a park nearby? I definitely try to find parks even though plenty of people run on the streets. I personally love being out in nature, so I try to go out of the way to do that when I can. Ah, got it. That's good you have some parks at least, then. I love nature too, most of the time. I'm just being snarky about not wanting to see wildlife. I remember you said you liked Sufjan Stevens. Is that the kind of music you listen to on your runs? I'm actually on the hunt for some new running tunes. For running, I actually prefer beats without lyrics. I usually go with some sountracks that I like. I highly recommend Nujabes! Yeah! It really helps me get over those humps during my runs where I just want to give up and go home. Yeah, usually I just find music distracting. Like, I can never listen to it while working, but I'll see if I can get accustomed to it while running. Do you listen to music while you work? I imagine you must have to concentrate a lot for your job, so maybe music is too distracting for that. Oh no, I can't listen to music while I'm working. It's too difficult to concentrate, like you said. Try it out, maybe you'll find some tunes you like, but yeah, I know what you're saying with it getting distracting!",test_772_2
I am a runner. I like music. I am a runner. I like rhythmic music. I don't like classical music. I exercise. I don't like classical music. I do cardio. I don't do yoga. I use music to fall asleep. I have an administrative office job. I work in an office. I am an accountant. My job is boring. I play music in my free time. I use my money for free time. I need to concentrate at work.,"I tried listening to msuic whilst running and its amazing. Nujabes is really somthing else. I like to music when I don't have to worry about being distracted. Some people like classical music or contemplative music for programming, but I don't. I've tried rhythmic music for exercising. It works well. Rhythmic music? Oh that's interesting. I don't think I could ever exercise to classical music. It would bring me down so bad! Couldn't do classical for exercise. Tried it while programming, but I just focused on the music. Classical music for yoga maybe? Stretching? Not something when my heart is pumping. I like contemplative/space music for falling asleep. It slows my mind down. Good for powering down.  You know so much about so many varieties of music. Maybe you could recommend me some sometime? I can use it to keep my mind going when I'm doing spreadsheets and the like at work. I haven't found the right kind of music to work to. Usually white noise or brown noise can drown out the ambient noise of the office and make space for thinking.  Being a tax accountant is great pay but it does get a bit monotonous. I like to listen to my playlist on Spotify when I'm working. It's just not that big of a list and I listen to the same stuff mostly. That's often the trade-off: interesting versus lucrative. Playing music is probably fun but not very lucrative. Monotony at work gives you money for your free time. Oh don't get me wrong. I am glad that I have this job. Being an accountant, one mistake can ruin someone's money. I only listen to it sparingly or as simple background noise.",test_772_3
I run in the mornings. I run in an area with lots of wildlife. I have learned to stay away from the wildlife. I like to listen to nature and be aware of my surroundings. I do not listen to music on my run. I have an office job where I program websites. I have a father that is a computer engineer. I work from home. I have been working for the past months. I have experience working with computers. I do not like getting up early or running in the heat. I run in the gym. I have a few new clients. I am a tax accountant. I am bad at remembering lyrics. I like sounds and beats more than words. I like techno music. I have tried deer and bison. I prefer bison. I like meat.,"I saw a bear on my morning run. No attack.  Seeing bears and other animals is pretty common here.  You learn to stay way from then whenever you can.  I do not listen to music when I run because I like to hear nature and make sure I am aware of wild things! I program websites and  That sounds great. My father is a computer engineer. I bet you know your way around computers. Oooops.  Cut that message short!   Yes, I have been working with computers for years.  I am working from home so having this IT job has been very fortunate for me.  I continued to work through all the chaos of the past months.  Are you still running?  No bears for you! I am still running but I'm on the treadmill in the gym these days. I don't like getting up too early and it's way too hot this summer to run in the afternoons It's pretty steady, I have a few new clients. What kind of music do you listen to in your free time? Good for you with new clients.  Always nice to know you have skills that others appreciate.  I really like techno music.  I am more interested in new sounds and beats than the words in music.  I am terrible at remembering lyrics - probably why I am not really into that music.  Speaking of my bear encounter, have you tried any wild game meats?  I know you like your meat.",test_772_4
I watch the Chicago Bears play. I am a hunter. My father is a headmaster. I hunt with my boss. I enjoy hunting deer more than hunting bears. I am moving out of this state next month. I care about wildlife. I am moving with my siblings.,"Good I have been watching chicago bears playing since morning. Im going bear hunting soon, thats rather strange. Lol. I cant go hunting my father is a headmaster and strict. Well I prefer deer hunting honestly, this is my bosses hunt. I cant go plus I want to strict high school. Great I will even be moving out of this state next month. My parent will decide because I am going with my siblings.",test_774_1
I am moving to a differnet state. I am moving to Texas with my parents. I dont like the hot summers there. I have been to Texas before. I have siblings. My father is a headmaster. He was offered a job as a headmaster at a private school in Texas. I will be going to my fathers school in Texas. My sister is 3 years younger. I have two younger siblings. My brother is 1 year younger. I wouldnt like having my dad around me in school. My dad is hard to talk to sometimes.,"My parents finally decided which state I would move to! I have been there before. I like how everything is more spread out, but I am not looking forward to the hot summers! Yes, they are looking forward to meeting new friends and seeing new things. Yes, the reason why we are moving is because he was offered a new job as a headmaster at a private school in Texas. Both of my siblings are younger. My brother is 1 year younger and my sister is 3 years younger. I will be attending the school that my dad will be headmaster at.",test_774_2
I am a hunter. I went hunting over the weekend. I love venison. I have siblings. I like to try different foods at least once. I am not looking forward to moving to Texas. I am planning on meeting new people and having new experiences. I am not excited for hot summers in Texas.,"We're having a get togther for your sendoff tommrorow. Please come! Haha maybe I can bring some venison steaks over to throw on the grill! I went hunting over the weekend, so my supply is pretty big right now! That would be awesome. I love venison.  Maybe I can get my siblings to try it. Not really.  But they like to stick with foods they know.  I like to try everything at least once.  I just won't tell them it's deer, haha They don't really drink.  But if you want to, that's fine.  Maybe my dad might join you and loosen up a little.  I really am not looking forward to moving to Texas. I am dreading the hot summers.  I am trying to stay positive.  Meet new people, have new experiences, etc. ",test_774_3
"I am looking for an apartment in Texas. I hunt deer. I don't like heat. I have family in Texas. I am thinking about moving to San Antonio. I have family in Austin, San Antonio, and Dallas. I have two friends in San Antonio. I sometimes visit San Antonio. I like Mexican restaurants. I am familiar with San Antonio. I love the BBQ, Tex-Mex, and Mexican food in San Antonio. I have brothers and sisters. My dad is always working. I am not close with my dad.","I went and looked at apartments in Texas last weekend. A couple that I'm interested in but I haven't made a concrete decision yet. What is enjoyable to you about hunting deer? We can talk about deer hunting later. Where are you moving to again? Which area? Thinking about moving to Texas since I have family there. I don't like the heat but I love the culture. San Antonio, where the Alamo is. I know, it's definitely huge. I have family spread out in Austin, San Antonio, and Dallas.  Definitely I would love that! I can show you around to the most delicious Mexican restaurants. There are quite a few there. I bet there are. I love the BBQ, Tex-Mex, and Mexican food down there.",test_774_4
I live in California. I currently live in the United States. I used to live in the UK. I have two sons. I am recently divorced. I have a daughter. I am 30 years old. I am married. I'm employed in the metal working industry. I work at a local healthy restaurant as a cook. I like to stay home and watch movies. I enjoy my job. My favorite movies are comedies. My favorite movies are comedies.,"Hi, I'm nancy. I reside in cali. How about you? Hello! I am chris I am from the uk but live in the united states currently. That's cool! Do you have kids? I have 2 boys.. I have one child from my newly divorced wife. She can be quite a handful. What do you do for a living? I work in the metal working industry. Well I do enjoy my jobs but I also enjoy staying home and watching movies..",test_775_1
Me and my Husband loved the film you reccomended to us. I have a husband. Me and my daughter loved the film franchise. I have a daighter.,"I got around to watching that movie you recommended. It had me and my husband on the floor, laughing! Yes, they're aiming to release the new movie mid July I believe. I will have to send you the trailer. The premise for this one is going to be about a young man who discovers he's a wizard when a very large man comes to the island where he lives and offers him a cake. Then, he says that the young man is secretly a wizard and that he is going to take the young man to a school which is designed to teach young wizards. No this is actually a stand alone series of the same author written to be a spoof of the original series. It should be really good!",test_775_2
I watch movie trailers. I have seen the one that was advertised and it was good. I watch movies. I watch movies. I loved the whole movie. My favorite healthy meal is veggie casserole. I have been married 15 years. My favorite comedy movie is Office Space. I have not seen the movie Office Space. I will look into watching Office Space.,"I saw the trailer for the new film in the franchise and it looks amazing! 15 years! I can't believe how fast it's gone by! It's about a bunch of office workers at a tech company who are about to be laid off, so they orchestrate a type of heist. The leader is stuck in a hypnotized spell after his psychologist died during a session.  That sounds like a good movie. I will have to look into watching it and let you know how I like it",test_775_3
I like UK. I want see my ex girl friend memory. my daughter is with me. There's so much to see and do in the UK. we travelling lots of cities. we never visit theatres. we have a plan to visit California. We never going to see pacific again. Use sun screen while taking sun bath. I will use sun screen.,I love the UK and don't understand why you would decide to move to the USA. Sometimes you need to just get away. I'd rather not run into my ex or see all the things that remind me of her. She's actually with me now. She's loving the new place. A lot more open space for her. We've been doing lots of little bits of traveling. Taking in as many new cities as we can. Not yet. We are mainly trying to soak up the stuff we couldn't do otherwise. Actually planning to visit California next month. Any advice? Wow! There's amazing views and beaches here. And of course feel free to stop by my restaurant any time! Nothing like a relaxing beach day. Make sure you remember to bring sunscreen though! I feel like I'm always reminding my sons to wear theirs! Oh we definitely will. Skin cancer is not on my bucket list.,test_775_4
I love cycling. I also love music. I enjoy watching Netflix. I enjoy watching Netflix. I have 8 grandchildren. I don't want to have kids. My mother was a librarian. I miss her when I visit the library. My Mom passed away some years ago. I am a senior citizen.,"Nope. But the grandchildren ride about when they are over. That is adorable. Personally, I love cycling. And also music! Bikes are fun. But now days I enjoy the netflix. Im happy my 8 grand kids help me. This tech stuff is hard to remember. . I cant get help at the libary because it makes me miss my mom. She was a librarian and I miss her when im there. No years ago. Im a senior citizen. I dont talk much on chats. Its ok im old and lose people easy.",test_776_1
"I love ""The Crown"". I have not watched ""The Crown"". I have grandchildren. I dont like ""Army of the Dead"". I watched the Salena series. I had a daughter. I like Lucifer. I like bad boys. I am a grandma.","I really love ""The Crown.""  Have you seen that yet? No, I have not. I do have it on my list to watch , but haven't gotten to it yet. Oh I love it, but so much is also things that came up during my life, so I'm familiar with it.  My oldest grandchild keeps telling me to watch ""Army of the Dead,"" but I'm not so sure. I started to watch that and I couldn't get into it. It wasn't good to me. I will take your word for it then. Are you watching any specific series on Netflix now? I just finished watching the Salena series. Have you seen that yet? Waiting for the new episodes of Lucifer to start. My daughter was big into Selena before she was murdered.  I thought the series did a really good job of describing her life.  I have never watched Lucifer.  What's it about? It is about the Lucifer living in Los Angels he can have people tell them the things he wants. He starts working with the police. One female detective and they fall in love. I like it, but the actor who plays Lucifer is hot. Sounds so exciting!  Don't tell my grandchildren, but I have always had a thing for ""bad boys!"" He is a bad boy already. The king of hell, but he is trying to be a good guy. You should give it a try. Your grandkids would probably think you are awesome for watching it. If any of them are girls I bet they would love to watch with you. I am going to try it out.  It's hard to be a cool grandma, but maybe this will make me a little more hip!",test_776_2
I don't really like Stranger Things. I am trying to watch Stranger Things. I watched the first season of Stranger Things. I thought the second season of Stranger Things was weird. I ride a bicycle. I like to ride in the morning. I should try morning cardio. I am a slow bicycler. I enjoy company when I ride. I have a racing bike. I would rather ride than walk. My joints are bothered by impact. I want to ride bikes together.,"I've tried getting into ""Stranger Things"" but it doesn't really seem like my style. Have you seen it? I watched the first season and liked it but the second season got weird and I quit watching. It has been. I have been doing morning rides and it's been great.  Not too hot and not so many people out.  I like to listen to the birds chirping when I ride and watching the day start. Deal! I'll start getting ready. I'd prefer to use my bike to exercise rather than walk, as my joints don't do so well with impact as they used to.",test_776_3
"I like to go biking. I try to help friends with their health issues. I am a bit embarrassed about my low athleticism. I am an older woman. I want to exercise, but I am worried about taking it too fast. I like to watch shows. I don't like Stranger Things. I like to spend time watching Netflix with my grandkids. I like The Crown. I have grandkids. I used to like Stranger Things, but not the later seasons. I want to watch The Crown. I really want to watch Outlander. I wish I could travel, but I can't. I enjoy watching Outlander. I wish I could travel more. My mom is a librarian. I used to travel a lot as a kid. I try to travel with my kids to make them well rounded. My mom didn't travel with me, but I wish she did. My mom taught me about music.","we'll start with the smallest and then we'll add more miles to it so i guess 30 minutes and more.  As long as we take it slow that should be ok. You know I haven't started doing any cardio yet so I don't want to do too much too soon. Just remember you're with and old lady and not in one of your races!! :) Haha don't worry that why I'll plan an easy route and shortest at first. Maybe you can start cardio once you're use to cycling. Are you watching anything new? I tried watching Stranger Things, but I just couldn't get into it. Plus it scared some of my grand kids. They said there were so many better things to see on Netflix. Believe it or not we ended up watching Peter Pan! I guess that's about as close as I will get to ""bad boys"" when the grandkids are around!! Of course I've got ""The Crown"" that I can always toon into!! We all love Peter Pan lol. Even i find Stanger Things weird now, i heard there is a third season but i think I'm done with it. I still haven't watched The Crown. I love ""Dark"" but it is really confusing sometimes. I really want to watch the Outlander though. Have you seen it? I meant to say ""tune"" not ""toon""!!! The grandkids also have me watching...CARTOON!!! YeS! I enjoy Outlander!!! Good, adult viewing!! I actually just started it. Makes me want to travel when I see all that scenery, but I'll have to settle for bike rides!! I got the toon, don't worry about it. I hope they behave. oh really then i'll definitely watch after Dark. I love scenery. I wish could travel more. have you traveled to other countries?   Many, many years ago I traveled. My mom the librarian always wanted us teo be well rounded and she thought we needed to travel to achieve that. I definitely agree.I did the same with my kids although it wasn't to other countries. That was so great of your mom. i iwhs mine was like that.",test_776_4
